Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Firewall Logs,Log Source,Trimestre,Localidad,Region
14494,3040,1,656,1,2,1,4196,1,0,1,2,11734,0,0,0,0,2,196,18
3040,16088,0,275,1,2,0,4237,0,1,0,1,17146,67,2,1,1,3,147,5
11261,19282,0,9,1,1,1,3727,2,0,0,1,6588,0,1,0,1,1,12,11
26746,24587,2,113,0,2,0,9782,1,0,2,1,13041,0,2,1,0,0,213,7
27065,26190,2,1061,0,2,1,4312,0,1,2,0,8331,0,1,0,0,1,224,24
9446,11173,1,893,0,0,0,1715,1,1,1,2,26953,0,0,1,1,1,59,20
16001,12131,2,362,1,0,1,2710,0,0,1,0,30552,0,0,0,1,0,257,6
11589,13768,1,167,0,1,1,6279,1,0,2,2,25546,0,2,0,0,0,279,19
25257,3997,0,296,1,2,0,3757,0,1,0,1,5803,0,2,1,0,0,313,12
10546,1978,2,911,1,2,0,4371,2,1,2,2,12271,0,2,1,1,3,154,4
17302,5395,1,695,1,2,0,211,2,1,1,0,26849,0,2,1,0,1,23,6
5539,7934,1,1057,0,1,1,2636,0,0,1,1,8974,0,2,0,0,1,252,14
21744,24100,2,861,1,2,1,578,0,1,0,2,23345,0,0,0,1,0,107,14
2173,15155,1,261,0,2,1,3668,0,0,0,2,25171,0,2,0,1,1,297,8
23642,28352,0,881,1,2,0,7994,1,1,0,1,6943,176,1,1,1,0,194,20
19324,3772,0,709,1,1,0,3014,0,0,2,1,7653,61,1,1,1,3,114,5
17752,2353,0,757,1,0,0,8587,0,1,0,0,28582,0,1,1,1,1,64,2
2413,25134,1,859,0,1,1,2027,1,0,0,1,9133,0,0,0,0,2,154,0
10076,10874,2,1326,0,2,0,180,0,1,1,2,22672,0,0,1,1,2,34,12
13512,23319,2,1129,0,0,0,9139,2,1,1,0,18391,0,2,1,0,2,80,11
27962,23670,2,1030,0,1,1,6908,0,1,2,0,10250,0,2,0,0,3,134,20
21128,14026,0,1077,0,1,0,9643,2,1,1,0,16720,0,2,1,0,1,197,24
14577,1325,0,1205,1,2,0,7106,0,0,1,1,17507,0,2,1,0,2,220,2
7892,12791,1,1267,0,2,0,2339,2,1,2,2,3300,0,1,1,1,0,131,7
5787,20244,1,79,1,1,1,7510,2,0,1,1,27166,0,2,0,1,0,202,19
22890,25398,0,646,0,0,0,4312,0,0,1,2,4333,0,2,1,0,3,120,4
23829,24953,0,30,1,0,0,7073,0,0,1,2,29007,113,1,1,0,2,265,13
5721,3822,0,1333,0,1,1,2713,1,1,1,0,30575,0,0,0,1,3,211,13
22995,25096,1,1417,1,0,1,4967,0,1,0,1,28031,0,2,0,0,2,173,1
10233,4409,1,1029,0,2,1,8226,2,1,2,0,15675,0,0,0,1,2,30,0
4657,21711,1,1293,0,1,0,590,2,0,0,2,15664,0,0,1,1,1,181,8
27645,17940,1,725,0,2,0,394,0,1,1,2,6824,0,0,1,0,0,311,14
7308,17977,2,803,1,0,0,7962,1,1,1,0,27880,0,2,1,1,1,314,9
18885,8265,2,431,0,1,0,5995,1,0,0,0,19140,0,1,1,1,2,207,5
13116,29295,0,300,1,0,0,9029,0,1,1,2,18836,0,0,1,1,0,34,26
919,25152,2,1105,0,0,1,3235,0,0,0,1,16737,0,2,0,1,2,167,1
24964,4920,2,1020,0,2,1,3589,0,1,1,2,31535,0,2,0,1,1,195,21
26394,24419,1,394,1,0,1,7619,2,0,1,0,24854,0,0,0,1,3,98,6
10678,22409,0,1098,1,2,0,9073,2,0,2,2,31806,0,1,1,1,0,8,7
10213,21786,1,1423,0,2,0,6680,2,0,2,0,20999,0,2,1,0,3,232,11
6207,19840,1,194,0,2,0,367,0,0,1,2,2328,0,0,1,0,2,238,17
27945,4146,1,9,1,1,0,5091,1,0,1,0,6098,0,2,1,0,0,65,11
26876,17097,0,207,0,2,0,6696,1,1,2,1,28172,0,1,1,0,2,246,21
17693,5508,1,159,0,0,1,2304,1,1,0,0,14436,0,1,0,1,3,86,2
17324,15267,0,914,0,0,0,7911,2,1,2,1,11515,43,2,1,0,3,240,3
12249,27457,0,744,1,0,1,108,0,0,0,0,8904,63,0,0,1,2,286,22
26058,13967,2,462,0,0,1,2926,0,1,1,0,5409,70,1,0,0,3,119,15
14312,6011,1,627,1,1,1,1730,2,1,1,1,20994,0,2,0,0,2,156,2
21717,18712,0,982,1,1,0,3221,0,1,0,1,3848,0,0,1,1,2,301,25
5281,22415,1,314,1,2,1,1905,2,0,0,0,29104,0,2,0,0,1,43,27
28605,11761,0,1126,0,2,0,5459,1,1,1,2,20305,0,2,1,1,3,271,18
12755,27732,2,631,1,0,0,8496,1,0,1,2,10191,0,0,1,1,1,106,27
15902,2577,1,198,1,1,0,5810,1,1,0,0,1064,0,0,1,0,1,24,10
3657,11990,1,590,1,0,0,2392,2,1,1,2,11269,0,2,1,1,3,216,15
12595,2801,2,623,0,2,1,1610,2,1,0,1,16011,0,1,0,1,0,100,25
27720,17407,1,1376,0,1,0,9237,0,0,2,1,14835,0,2,1,1,2,306,11
17215,5123,1,832,0,1,0,4179,1,1,0,0,387,0,0,1,1,3,88,0
13912,17876,1,345,0,1,0,9799,1,0,0,1,28494,0,0,1,1,0,217,0
24921,37,0,1258,1,1,0,4674,1,1,1,1,17111,0,2,1,0,2,1,2
14587,28206,0,14,1,1,0,1346,2,0,1,2,26084,0,2,1,1,0,23,3
28903,4427,0,1007,0,2,1,9411,1,0,0,1,1861,36,1,0,0,2,159,21
7965,19806,1,377,0,1,0,9224,0,0,2,0,2645,0,1,1,0,0,290,3
24060,26383,1,356,1,1,0,2166,1,1,0,2,17645,0,1,1,1,3,134,14
19421,22828,2,1407,1,2,1,2492,2,0,1,2,19037,0,2,0,1,3,154,16
25298,23912,2,18,1,1,1,7588,0,0,2,2,3822,131,0,0,0,1,70,9
18369,21048,0,1405,1,2,0,4713,2,1,1,2,831,0,1,1,1,0,281,18
24786,22913,0,1153,1,1,1,2069,1,0,2,2,30854,150,0,0,0,2,222,24
27875,27223,2,223,1,0,1,6950,1,0,1,2,26469,0,1,0,0,2,209,12
17718,27565,1,26,0,2,0,1510,2,1,2,0,8852,0,0,1,0,3,133,14
22903,4686,2,34,1,2,0,4272,1,0,2,2,21018,0,2,1,1,3,135,0
26759,1050,2,352,1,0,0,609,2,1,0,2,11214,0,0,1,0,2,174,14
3590,21083,2,964,1,2,1,504,1,1,2,2,14591,27,0,0,1,3,122,23
7762,8991,1,21,0,1,1,1703,1,0,2,2,18737,22,1,0,1,0,50,4
13543,9510,1,921,0,1,1,8753,2,0,2,1,20063,0,0,0,0,3,136,25
17053,29745,1,332,0,2,1,8796,0,1,0,1,6112,0,2,0,0,2,268,22
6150,201,1,1247,0,2,1,5236,0,1,0,1,6221,16,2,0,0,2,121,3
13253,14136,0,478,0,0,1,7617,1,0,1,0,25899,156,0,0,0,3,107,18
5921,28628,2,869,0,1,0,461,1,1,0,1,24941,55,1,1,1,1,189,25
10084,25273,2,180,0,2,1,2438,1,0,0,2,12788,0,0,0,0,2,287,14
19908,29468,1,525,0,1,0,3991,1,0,1,2,16775,0,0,1,0,2,76,19
9770,27905,1,330,1,0,0,4946,2,1,0,1,815,82,1,1,1,2,128,21
12086,25697,0,107,0,1,1,6937,0,1,1,0,29250,0,0,0,0,3,89,10
15293,19648,2,1123,1,2,1,9545,1,0,1,0,18873,0,2,0,1,0,4,3
5931,22130,1,108,0,0,1,4217,0,1,1,0,15523,0,0,0,1,3,293,14
7146,8337,2,511,0,0,0,6318,2,0,2,2,11155,0,1,1,0,1,114,24
9892,20056,1,763,0,1,1,3597,0,0,0,0,11324,0,0,0,1,0,38,7
3954,12737,0,880,0,1,1,8707,0,0,0,0,9957,119,0,0,1,0,87,6
22477,22552,2,1234,0,2,1,8462,2,1,2,2,18067,0,0,0,0,1,291,18
3048,18431,0,899,0,0,1,7343,2,0,2,0,2609,0,2,0,0,2,190,7
6764,23847,2,822,1,1,1,8499,2,1,0,0,28551,0,2,0,0,3,76,24
7226,22630,2,1421,1,1,1,8719,0,0,1,0,1472,0,2,0,0,3,41,21
13839,26029,1,781,1,1,1,1963,2,1,0,0,27074,0,0,0,0,3,181,1
4221,17681,0,425,0,0,1,273,0,0,0,1,31228,47,1,0,1,0,24,17
4177,3750,1,159,0,0,0,884,2,0,0,0,6073,27,2,1,1,2,42,24
7115,13752,1,767,1,2,1,8248,1,1,1,0,21509,0,1,0,1,0,140,21
3299,12126,0,230,0,0,0,8573,0,1,0,0,24770,0,0,1,1,0,97,19
4032,12851,0,268,1,2,1,6839,1,1,1,0,26305,104,2,0,1,0,84,12
28981,22496,1,229,0,2,1,1090,2,0,2,0,3079,0,2,0,0,3,175,19
1175,10586,0,816,1,1,0,5040,0,1,0,2,9791,0,2,1,1,1,243,11
18071,10217,2,1259,1,1,0,2749,2,0,0,2,20287,0,0,1,0,1,79,27
20479,21467,2,416,1,1,1,6871,0,0,1,2,12750,0,1,0,0,2,126,3
18889,18857,2,960,0,1,0,1316,1,0,0,2,13112,0,0,1,0,0,130,27
23511,26710,1,564,0,0,0,1061,0,0,2,2,12492,0,1,1,1,2,76,21
29463,15294,2,1345,1,1,0,7994,2,1,2,1,10666,13,0,1,1,1,188,16
1390,19506,1,569,0,0,1,7252,2,1,1,2,19133,0,2,0,0,0,101,8
10929,25748,1,462,0,1,1,1793,1,1,1,2,17373,0,0,0,1,1,81,5
14768,6996,1,763,1,0,1,982,0,1,2,1,3396,36,2,0,0,3,239,2
10586,26884,0,369,1,1,1,8964,1,1,1,2,13334,0,0,0,1,3,225,14
28628,27761,1,983,0,2,0,5186,2,0,2,0,9500,0,0,1,0,0,9,1
9155,11890,0,1055,0,2,1,4490,0,0,2,1,11119,0,1,0,0,2,287,19
12819,4320,0,479,1,2,0,2252,1,0,1,0,6923,0,2,1,1,1,37,3
12961,17459,0,147,0,1,1,114,1,1,1,2,3433,0,2,0,0,0,63,27
17285,28328,2,34,1,1,1,2305,0,0,2,0,31533,0,0,0,0,1,208,3
25751,16391,0,883,0,0,1,4773,0,0,2,2,27625,0,0,0,1,2,177,13
28434,15073,1,1061,0,1,1,4556,0,0,1,2,12563,0,0,0,0,3,160,4
13907,1188,1,1260,1,1,0,1855,1,0,0,1,15430,163,1,1,0,3,24,3
495,28193,0,1005,0,2,0,2575,1,0,2,0,25002,0,0,1,1,0,29,14
17383,26617,2,824,0,1,0,8067,1,1,0,1,5281,0,0,1,0,0,156,10
28900,25621,1,1305,0,1,1,8475,0,1,1,0,1223,82,1,0,0,3,239,24
8709,26516,0,1340,0,2,1,7161,0,1,2,1,31318,0,2,0,0,2,100,3
10090,9787,0,630,0,0,0,3050,0,0,0,0,17109,0,2,1,0,0,25,22
7286,13614,1,1168,1,0,1,5421,1,1,1,0,18497,0,2,0,1,0,6,6
27501,9394,2,75,0,2,1,178,1,1,0,1,7273,0,0,0,0,2,139,20
19269,15614,1,116,1,0,0,7418,2,0,0,0,12405,18,0,1,0,3,273,26
5232,25825,2,19,0,1,1,7484,2,0,1,2,24208,0,1,0,0,1,236,14
20925,20402,0,2,0,0,1,3960,2,1,0,1,20627,0,2,0,1,2,232,15
13659,17604,0,181,0,2,1,2960,2,1,1,1,2884,0,0,0,0,3,20,19
15400,28685,0,455,0,0,1,45,2,1,2,0,32159,0,2,0,1,3,6,8
670,10952,0,146,0,1,1,6036,0,1,0,0,28648,0,0,0,0,2,181,25
21506,13100,0,298,1,0,0,9033,1,0,1,1,15050,0,1,1,1,3,305,10
22093,9541,2,842,1,1,1,4269,1,0,1,0,22770,0,1,0,1,3,226,11
8969,28002,2,831,1,2,1,2365,2,1,1,2,7131,0,0,0,1,2,147,19
7993,439,1,681,1,0,0,8421,2,0,0,0,5067,0,2,1,0,3,256,24
23502,16423,0,1389,0,0,0,6003,0,1,0,2,7570,0,0,1,0,3,74,18
1234,18029,2,1218,0,0,1,5633,2,0,0,1,18044,0,2,0,0,3,120,23
20889,26702,1,85,0,0,0,7013,2,1,1,0,29704,0,2,1,1,1,201,15
8679,26137,1,492,1,0,1,5309,2,1,0,2,15711,0,2,0,0,3,18,4
1537,24247,2,1359,0,2,0,135,0,1,2,2,12086,0,2,1,0,0,195,1
21530,21501,1,224,1,2,0,8282,0,0,0,0,22850,0,2,1,1,0,76,23
21784,15928,0,133,1,1,0,2485,1,1,0,2,14588,0,0,1,1,1,22,20
21347,28930,0,705,1,1,1,7924,0,1,1,2,18694,0,2,0,0,2,102,20
23538,29222,0,191,0,2,1,2049,0,0,1,0,28926,0,1,0,0,2,118,10
2557,19820,0,813,0,2,1,6408,0,0,1,2,3894,37,0,0,0,2,211,27
15397,5121,0,352,0,1,0,268,1,1,0,1,8718,0,2,1,1,2,78,4
15887,7696,1,1321,1,1,0,1339,1,1,1,2,24167,153,2,1,0,3,159,9
22484,20658,1,1187,1,0,1,7880,0,1,0,0,28501,0,2,0,0,3,174,25
17308,1422,2,705,0,2,1,7959,2,0,1,2,24707,104,1,0,0,1,97,25
28109,13882,0,975,1,2,0,400,2,1,2,0,9662,0,2,1,0,1,104,23
19556,26665,0,572,1,1,1,1680,0,0,0,0,9318,0,0,0,1,0,271,25
3869,27441,0,891,1,0,1,6884,2,1,0,1,3051,31,1,0,1,2,202,0
16641,4691,2,79,0,1,0,1074,1,1,1,1,19356,0,1,1,0,2,257,21
14194,11901,0,294,0,2,0,4214,2,1,1,1,5870,0,2,1,0,0,38,11
13441,3511,1,51,1,0,1,1690,0,0,0,1,27577,21,2,0,0,0,247,12
13357,26335,1,730,1,2,1,6920,0,1,0,0,28495,0,0,0,0,2,107,2
2200,21410,2,1366,1,0,1,5618,2,1,1,1,11434,0,0,0,1,3,301,14
5925,402,2,17,0,0,1,6224,2,0,1,0,3207,0,1,0,0,3,80,1
27759,21617,1,1054,1,1,0,1128,0,0,1,2,27277,0,2,1,0,0,100,27
20708,6169,2,1114,1,0,1,3897,2,1,2,2,14649,0,0,0,0,2,0,21
7282,2338,1,920,0,1,0,5395,0,1,1,1,15429,0,1,1,0,2,217,20
25328,9712,1,218,1,1,1,8234,1,0,2,1,8078,0,1,0,1,0,188,17
13631,11677,2,1085,0,2,0,757,0,0,2,1,26220,158,0,1,0,0,269,27
29075,8798,2,1179,0,1,0,6146,0,1,2,0,22888,0,1,1,1,1,90,25
4051,23229,0,1155,1,2,0,8256,0,0,1,2,18512,0,2,1,0,2,231,10
2448,15380,2,1422,1,2,1,514,0,0,0,0,9346,0,0,0,0,2,132,11
16525,25974,2,1297,1,2,1,8146,0,1,2,1,24767,0,1,0,0,2,54,1
972,27360,0,1322,0,0,0,5741,1,1,2,0,14417,0,1,1,1,1,86,20
4175,4463,0,1046,1,2,1,3279,1,0,2,1,23604,0,2,0,0,1,190,25
9002,3746,1,530,1,2,0,4262,0,0,2,0,16826,0,1,1,0,2,41,21
4424,27825,0,714,1,1,0,5698,1,0,0,0,19950,0,1,1,1,0,70,14
24040,294,1,1076,0,2,0,7139,0,1,1,2,21081,0,1,1,0,0,280,7
19469,25331,1,708,0,0,1,6136,1,0,2,0,14902,0,0,0,0,2,53,19
11556,13462,1,1193,0,2,1,264,0,1,2,1,31059,0,1,0,1,2,133,10
9553,12580,0,897,0,0,1,8615,0,0,0,1,26191,0,2,0,1,1,66,13
1657,13557,2,24,1,2,0,6734,1,0,2,2,10352,30,0,1,1,1,51,27
56,16456,0,974,1,1,1,9695,1,1,1,2,14063,0,1,0,0,0,310,12
896,3899,2,177,1,0,1,8640,2,1,2,1,24158,0,2,0,1,3,272,11
20009,5534,2,128,0,2,1,4055,1,1,1,0,3952,131,1,0,0,2,38,12
12788,27022,2,889,0,0,1,7181,1,1,0,0,11261,0,1,0,1,3,63,18
24073,4560,2,37,0,1,1,4523,2,1,2,2,30560,162,1,0,1,0,263,16
19206,5296,0,1315,1,2,1,8137,0,0,1,0,13067,0,1,0,0,2,29,22
18477,13366,1,768,1,2,0,1179,1,0,2,1,25257,0,1,1,0,1,129,17
5913,1184,0,419,1,0,1,6705,0,0,1,2,26079,0,1,0,0,3,303,24
1065,25806,0,65,1,1,1,7941,0,1,2,1,8663,0,1,0,1,3,281,6
6720,25066,2,1088,0,1,1,1952,0,0,1,2,8648,0,2,0,0,0,9,0
2176,3838,0,915,0,1,0,4342,0,0,1,1,13874,75,2,1,0,2,94,6
13050,11234,1,1350,1,2,1,6811,1,0,0,1,15984,0,0,0,1,0,292,9
6722,22700,0,1246,0,0,1,2957,2,1,1,0,29592,0,1,0,1,3,19,16
14064,15691,1,80,1,1,0,2096,1,0,0,2,19833,0,1,1,0,3,245,7
20430,17531,2,778,0,0,0,8527,2,0,1,2,31881,0,2,1,0,1,194,19
18030,15484,0,1321,0,0,0,856,0,0,1,1,30907,0,0,1,1,2,232,22
2537,17878,2,225,0,1,1,8441,1,0,0,0,29591,0,2,0,0,3,47,9
22144,4517,1,1396,1,0,1,297,2,0,1,2,20313,0,0,0,0,2,292,25
28042,16063,2,805,0,2,1,3219,2,1,0,0,8203,0,2,0,1,2,48,1
20943,25091,1,353,0,1,0,618,0,0,1,0,30378,83,2,1,0,2,1,9
9425,12349,2,508,0,2,0,9188,2,1,0,1,3880,0,2,1,1,2,41,27
10815,11502,0,116,0,1,1,5955,1,0,2,2,28783,0,1,0,1,1,307,1
17029,26295,0,868,1,1,0,7773,0,1,0,1,32119,69,1,1,0,2,46,1
295,29625,2,991,0,1,1,6749,2,1,1,1,3099,0,0,0,1,2,309,10
22214,20982,2,149,1,1,1,9555,0,0,1,2,30337,0,1,0,1,2,138,26
21982,7782,0,1094,0,1,1,1602,1,1,1,0,1225,0,1,0,0,1,99,27
7692,26495,1,390,0,2,0,911,1,0,2,1,9680,152,1,1,1,0,21,20
19463,10884,0,1352,0,0,1,1992,0,1,2,1,27441,0,0,0,0,0,119,4
14823,10791,1,1032,0,0,0,2255,1,0,1,2,1516,147,2,1,0,3,257,8
4212,29654,0,647,1,2,0,3634,0,0,0,0,19940,0,2,1,0,0,216,5
19655,8432,1,760,0,1,0,191,2,0,2,0,19922,0,1,1,0,0,259,4
15490,14572,2,1363,1,0,0,2782,0,1,0,1,23866,0,0,1,1,2,131,24
16703,6645,1,971,0,0,0,4209,1,0,2,0,25973,0,0,1,0,1,228,7
17085,25464,2,1235,1,2,0,9794,0,0,0,1,27719,0,1,1,1,0,199,5
21428,26518,1,1309,0,2,1,2631,2,1,0,1,6975,0,2,0,0,0,121,16
8801,26481,0,1209,0,0,0,2542,1,0,1,2,7866,123,1,1,1,2,107,4
18614,29284,2,489,1,1,0,6672,0,0,2,2,18653,0,1,1,1,3,78,8
10214,20209,0,909,0,2,1,9183,1,0,0,2,8744,0,0,0,1,1,10,2
23980,18967,2,312,1,2,1,1568,1,0,0,2,30014,0,0,0,0,2,110,21
22539,27679,2,620,1,1,1,1115,0,0,2,1,7535,0,0,0,0,1,194,15
17888,14103,2,439,1,2,0,4133,1,0,0,0,23218,69,1,1,0,3,23,15
10561,28018,1,746,0,1,1,8477,0,1,1,1,9536,0,2,0,0,0,78,19
16123,17255,0,149,1,0,1,6609,2,0,0,0,9317,0,0,0,1,1,210,9
12388,20538,1,1293,0,0,1,8619,1,0,2,2,29295,0,2,0,1,3,135,23
26415,4899,0,600,0,1,1,1807,2,1,2,0,15307,0,0,0,1,0,214,14
14764,21263,1,642,1,0,1,5380,2,1,1,1,15300,0,1,0,1,1,133,8
17329,10285,2,454,1,1,1,1145,0,0,2,2,31460,0,1,0,1,2,194,12
22094,11264,1,1043,0,1,0,7775,1,1,1,1,19952,0,0,1,0,2,307,22
28747,23665,1,776,0,1,1,7188,1,0,1,0,15035,0,2,0,1,0,225,9
19504,11706,0,1195,0,0,1,5971,1,1,0,1,28825,0,1,0,0,0,57,20
12137,13207,0,626,0,2,1,7782,1,1,2,1,547,0,2,0,1,1,169,11
1582,6843,1,746,0,0,0,436,1,1,1,2,14794,0,2,1,1,0,292,10
608,19468,1,815,0,2,0,8847,2,1,1,0,3634,51,1,1,0,3,193,26
23904,21947,1,202,0,1,1,3811,1,0,0,0,20304,0,2,0,1,1,289,8
21548,17809,0,1199,0,2,0,1714,2,0,0,0,20663,0,0,1,1,1,205,27
17799,28500,2,811,0,2,0,2148,2,1,1,1,5861,0,2,1,1,1,179,3
1985,16699,2,1412,1,0,1,3062,2,0,2,1,29379,0,1,0,1,1,308,17
20458,20933,0,699,1,1,0,564,2,0,1,1,20320,0,2,1,0,1,75,21
3920,16872,0,675,0,2,0,2169,2,1,0,1,9534,0,1,1,1,1,194,10
22645,25612,2,815,1,0,1,8758,1,0,0,0,21910,0,2,0,1,2,288,12
7292,13215,2,465,0,0,0,1194,0,0,2,2,23828,0,2,1,0,3,112,20
4986,2569,2,487,1,1,0,3315,1,1,1,2,5364,0,1,1,1,1,177,1
10156,29230,0,226,1,2,1,1774,2,1,1,2,16233,0,1,0,0,2,165,17
17045,9754,0,141,1,0,1,1916,0,0,1,0,21307,0,0,0,1,0,315,8
11520,23713,1,547,1,1,0,1919,1,1,0,2,4569,76,1,1,0,2,247,20
17545,10785,2,95,1,0,1,6763,0,1,1,0,58,0,2,0,0,0,280,13
25740,19517,2,912,1,1,0,8746,1,1,0,1,13746,0,0,1,1,2,45,14
28276,27247,1,633,1,2,1,4121,2,0,1,0,14985,0,2,0,1,2,14,1
9884,18636,0,61,1,2,0,3887,1,0,2,2,408,0,0,1,1,1,272,2
11138,11692,1,1394,0,0,0,7828,0,1,2,0,26788,0,2,1,0,2,33,17
16741,13164,1,133,1,2,0,9443,2,0,0,0,10935,0,0,1,1,2,18,9
813,21264,2,140,0,0,0,6874,2,1,2,2,10407,0,0,1,1,3,185,23
8640,28943,0,1075,0,1,0,3045,2,0,1,0,17843,45,0,1,1,3,315,6
11532,21591,2,13,0,1,1,1186,1,1,0,2,1784,0,1,0,0,0,209,11
28856,2177,2,496,0,1,1,1057,0,1,0,2,347,0,2,0,1,2,297,6
23790,20672,0,1259,1,2,0,3233,0,1,2,0,32376,0,1,1,0,1,198,6
20981,21826,1,38,0,2,0,2116,2,0,1,1,3930,72,0,1,0,2,267,23
14847,4030,1,1080,0,2,0,350,2,0,2,2,5392,0,1,1,0,2,157,26
8169,9544,1,1383,0,2,1,1222,0,1,2,0,12401,0,2,0,1,2,123,0
14732,20004,2,1204,1,1,0,6125,2,0,1,2,2150,180,0,1,1,3,260,16
3641,22085,2,1098,1,1,1,2817,1,0,0,1,16970,0,2,0,0,0,165,17
12277,16892,1,509,0,2,1,7577,1,1,1,2,13854,116,1,0,0,0,271,20
29686,18184,1,589,1,1,0,7415,1,0,0,2,29363,0,2,1,0,0,127,27
21640,27894,0,196,1,1,1,8066,1,0,2,2,15271,176,2,0,0,1,125,9
25387,5904,1,905,1,2,0,1180,0,1,2,2,25473,129,1,1,0,0,302,7
8815,14801,1,1093,1,2,1,7988,0,1,2,1,30606,0,0,0,1,0,291,24
25354,19133,1,62,0,1,1,9577,0,1,0,2,18410,0,0,0,0,3,233,19
25608,22568,1,958,0,1,0,8211,0,1,1,2,11812,0,2,1,1,2,86,2
20105,7599,1,506,1,1,0,9654,2,0,1,2,15349,0,0,1,1,2,126,2
2217,12472,2,1150,1,0,1,6830,2,1,1,0,22923,0,2,0,0,0,290,23
23458,9159,0,1368,0,1,0,4010,0,0,1,2,11272,0,0,1,1,2,88,13
7654,4835,1,953,1,2,0,8215,0,0,0,2,27278,0,1,1,1,0,186,14
19360,8424,0,1269,1,1,1,7525,1,1,2,2,960,0,2,0,1,2,300,5
7161,3470,2,1136,1,2,1,9048,1,1,1,0,13075,0,1,0,0,2,277,24
21687,12699,2,426,0,0,0,8709,0,0,2,2,23890,0,0,1,0,1,237,2
13790,21629,0,1362,0,2,1,3567,1,1,1,1,13011,0,0,0,0,0,77,18
15964,13903,1,446,0,1,0,3463,2,0,0,0,26299,0,0,1,0,1,164,16
18173,13741,1,158,0,1,0,2513,1,1,1,0,26572,128,0,1,1,0,169,19
4193,17008,2,261,0,0,1,3282,2,0,0,2,28574,0,2,0,0,2,262,20
638,6328,1,851,0,2,0,7526,0,1,2,2,8384,0,0,1,1,3,240,25
24859,25850,2,525,0,0,0,75,2,0,0,2,12881,0,0,1,1,2,141,25
19704,20685,2,368,1,0,1,2394,2,0,1,1,25835,0,1,0,0,1,33,15
10795,28444,2,1355,1,2,0,1011,0,1,0,0,28746,0,2,1,0,1,238,20
1212,9547,2,651,0,2,1,1303,1,1,2,1,24913,0,0,0,1,3,143,4
1932,3313,0,709,0,1,1,1616,0,0,2,2,31999,0,2,0,0,1,168,20
7368,13792,2,567,1,0,0,4631,1,1,0,0,14048,113,1,1,1,1,6,19
823,23667,2,1184,1,1,0,4057,0,1,2,1,26908,0,2,1,0,0,209,13
17725,681,0,1045,1,2,1,6085,0,1,1,1,17046,0,1,0,1,1,197,4
7484,12742,0,1070,1,1,0,7650,2,1,2,2,974,0,0,1,1,3,14,8
28187,10994,0,1400,1,2,1,8279,0,1,0,0,29079,19,1,0,0,2,244,13
17637,12868,0,1115,0,2,0,1535,2,0,2,0,19970,0,2,1,1,0,174,6
24133,17389,2,158,1,1,1,8795,2,0,0,2,13621,0,0,0,1,3,70,20
4870,12566,0,569,0,2,0,5334,2,1,1,2,27228,170,1,1,0,0,146,7
9829,28309,0,1395,0,1,0,6601,2,0,0,0,3580,0,0,1,1,0,229,3
15280,19746,0,1126,0,0,1,8893,1,1,1,2,29473,0,0,0,0,2,253,17
14919,27331,1,1155,0,0,0,1540,0,1,1,1,26574,0,2,1,0,2,35,2
9650,14941,1,1127,1,1,0,6970,2,0,0,0,26555,71,2,1,0,1,70,10
13270,18963,0,103,1,0,1,177,0,0,2,2,29258,50,1,0,1,0,169,8
28490,11805,0,975,0,0,0,4588,1,1,0,2,22031,0,2,1,0,1,75,27
29751,5023,2,488,1,2,0,7155,0,0,0,2,27340,0,2,1,1,3,129,11
29543,27955,1,88,1,0,1,7800,0,0,0,2,5869,0,0,0,1,0,149,2
9554,12537,0,500,0,2,1,7450,0,0,0,2,16099,113,0,0,0,0,300,22
4543,14241,1,541,0,2,1,9580,2,0,2,0,29539,0,1,0,0,1,148,12
1487,8548,2,370,0,1,0,1012,0,0,1,2,28734,0,2,1,1,1,121,12
26637,8338,1,841,0,0,1,9074,1,1,0,0,21689,0,1,0,0,3,266,19
29422,7639,2,787,1,0,0,3887,2,1,1,0,25342,0,2,1,0,1,127,26
20360,19273,2,1270,1,1,0,532,0,0,1,2,16449,0,1,1,1,1,159,19
6690,28168,2,1260,0,0,1,7810,1,0,1,0,4527,0,0,0,1,2,2,5
27047,14095,0,971,0,1,1,4944,2,0,2,1,7297,0,0,0,1,2,4,14
5111,19275,2,1386,0,2,1,3901,2,1,2,1,4608,0,0,0,1,1,209,7
19808,7888,0,167,0,1,1,8732,2,0,2,2,28741,0,1,0,0,3,114,14
27701,18725,0,883,0,1,0,6249,1,1,2,0,23161,0,0,1,0,2,292,18
12569,22643,0,239,1,2,0,9505,1,1,2,0,16802,0,2,1,1,3,304,27
18999,9822,2,890,1,0,0,3176,0,1,1,0,6600,80,0,1,1,3,95,21
4805,22095,1,75,1,0,1,8523,2,0,1,0,27319,93,2,0,0,1,216,2
23699,28387,2,1270,0,0,1,2240,2,1,2,2,14788,0,0,0,1,1,173,25
18537,20574,2,560,1,2,0,5259,0,0,0,1,20777,0,2,1,0,3,301,23
23434,27974,0,610,0,1,0,5133,1,0,1,1,23494,0,0,1,1,0,243,0
13746,1815,1,567,1,0,1,8734,0,0,1,2,256,0,1,0,0,3,228,1
6819,5353,2,191,1,1,1,8131,0,1,2,2,16248,0,1,0,0,2,94,24
