Protocol,Packet Type,Traffic Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Firewall Logs,Log Source,Localidad,Region
0,1,2,0,1,1,0,0,1,0,1,1,105,11
0,0,0,0,0,2,1,1,1,0,1,0,312,26
2,1,2,1,0,2,1,2,0,21,1,0,107,6
2,0,2,0,0,2,0,0,2,0,0,1,181,23
1,1,2,0,0,0,1,0,0,0,0,0,87,16
0,1,0,1,0,1,0,1,2,0,1,1,246,21
0,1,1,0,0,1,0,2,1,0,0,1,34,25
1,1,1,0,1,2,1,1,1,0,0,1,31,1
1,0,1,0,0,2,0,1,1,0,0,0,222,22
1,1,0,1,0,1,0,1,0,0,1,0,307,20
1,1,0,1,0,1,0,2,0,0,1,0,155,19
1,1,0,1,0,2,0,0,1,0,0,0,250,0
2,1,2,1,0,0,1,0,0,0,1,0,41,22
2,1,0,0,0,1,1,2,0,0,0,1,22,19
2,0,1,1,0,0,0,0,0,0,1,1,8,2
2,1,0,0,0,2,1,2,1,0,1,1,102,23
0,0,2,0,0,0,1,0,2,0,1,0,211,10
0,1,2,1,1,2,0,2,0,0,0,0,299,3
2,0,2,0,1,2,1,2,2,0,0,0,23,4
2,1,1,1,1,1,0,0,0,0,1,1,279,5
0,0,2,1,0,1,1,2,2,90,1,1,12,10
0,1,1,1,0,2,1,0,2,0,0,0,133,1
1,1,0,1,1,1,1,1,2,158,1,1,229,2
0,1,1,1,1,1,1,0,2,0,0,1,227,26
2,0,0,0,1,0,1,2,0,0,0,1,212,0
0,0,2,0,1,1,1,1,0,0,0,1,188,17
1,1,1,0,1,1,1,1,2,0,1,1,308,22
0,0,1,1,0,1,1,1,2,0,0,1,232,24
2,1,1,1,0,1,0,1,2,0,1,0,77,22
0,1,1,0,1,0,0,0,0,0,1,0,58,4
0,1,0,0,0,0,1,2,1,0,1,0,217,26
2,1,0,1,0,0,1,1,2,0,1,1,95,27
0,1,0,0,1,0,0,0,0,160,1,1,19,2
0,0,2,1,0,0,0,1,0,0,0,1,125,1
0,0,0,1,1,1,0,0,2,0,1,0,107,17
2,1,2,1,0,2,0,2,0,0,1,0,275,12
2,0,0,0,1,1,1,0,2,0,1,0,152,12
2,0,0,1,1,2,1,0,2,106,0,1,34,16
1,0,0,1,0,2,0,2,0,0,0,1,168,11
2,1,1,0,1,0,0,0,2,0,0,1,140,23
1,1,0,0,1,0,1,0,2,0,0,0,118,2
1,1,1,0,0,2,0,2,0,20,0,1,260,14
2,1,0,1,0,0,0,0,0,0,1,0,230,7
2,0,0,1,0,2,1,1,1,0,1,1,233,14
0,1,1,0,1,2,0,2,1,0,0,0,184,9
1,1,1,0,0,0,1,1,2,106,0,1,21,22
2,0,1,1,1,1,0,1,2,0,0,0,150,4
2,0,0,1,0,2,0,0,1,0,0,0,29,7
0,0,1,1,0,1,1,2,1,0,1,1,301,26
2,0,0,1,0,0,1,0,1,0,0,1,28,23
2,0,2,1,0,2,1,1,1,0,1,0,278,9
2,0,0,0,0,2,0,2,2,0,0,1,142,18
1,0,0,0,0,1,1,0,0,145,0,1,187,7
0,0,1,1,0,0,0,0,1,0,1,0,176,18
1,0,1,1,0,0,1,1,2,0,0,0,61,25
2,1,1,1,0,1,0,0,1,0,1,0,35,26
1,0,0,0,0,1,0,0,0,0,1,1,94,6
2,0,1,0,1,0,1,2,1,0,0,0,298,13
1,0,1,1,0,1,1,2,2,0,1,1,147,20
1,1,0,1,1,2,1,2,1,0,0,0,247,25
1,0,1,0,1,2,1,0,0,0,0,1,5,25
0,1,0,1,0,0,0,1,0,0,1,1,281,0
1,0,2,0,1,2,1,2,0,0,0,1,127,17
2,1,0,1,1,2,1,1,0,0,1,0,139,4
2,1,2,0,1,1,0,0,2,0,0,1,191,19
2,0,1,1,0,0,0,0,1,0,1,0,203,19
0,0,0,1,1,2,1,0,0,0,1,1,111,3
0,0,2,1,0,2,1,0,1,0,0,1,142,16
2,1,1,0,1,0,1,1,1,14,1,0,120,1
2,0,2,0,1,2,1,2,1,0,0,0,184,13
1,0,0,0,0,0,1,0,1,0,0,1,172,26
0,1,1,0,0,0,0,1,1,126,0,1,314,18
0,1,0,1,0,2,0,2,0,0,1,0,167,14
2,0,1,0,0,0,1,2,1,0,0,0,189,26
1,0,1,0,1,2,0,1,1,171,1,0,306,24
1,0,2,0,1,1,1,1,0,0,0,1,203,27
1,1,1,1,0,0,0,2,1,0,1,0,273,22
2,1,0,1,0,2,1,1,1,0,0,0,244,27
2,1,0,1,0,2,1,1,1,0,0,1,301,14
0,1,0,0,1,2,1,0,2,0,0,0,49,14
0,0,0,0,1,2,0,1,0,0,1,0,176,1
0,1,2,1,0,2,1,0,1,0,0,1,298,11
0,0,0,1,0,2,1,0,0,0,0,0,66,26
2,0,0,0,1,2,1,1,2,129,1,1,161,5
1,0,2,1,0,1,0,1,2,172,1,0,240,4
1,1,2,0,1,2,0,2,2,109,1,1,100,17
2,0,0,0,1,1,0,1,1,55,1,1,18,2
0,0,1,1,0,0,1,2,1,0,1,1,178,17
1,1,2,0,1,2,1,0,1,0,0,0,198,17
2,0,2,1,1,0,0,0,0,0,1,1,231,14
0,0,2,1,0,0,0,1,0,0,0,1,263,25
2,1,0,1,0,0,0,0,2,2,0,0,263,2
0,1,2,1,1,2,1,2,2,0,0,0,96,2
1,0,1,0,1,0,0,2,0,0,0,1,143,25
1,0,0,0,1,0,1,2,1,0,0,0,96,3
0,1,1,1,1,2,0,1,1,151,0,0,232,24
2,1,1,0,0,1,0,1,2,0,0,1,47,20
1,0,1,1,1,2,0,1,0,0,0,1,46,1
2,1,2,0,0,0,1,0,2,93,0,1,213,6
0,1,2,0,1,1,0,0,2,0,1,0,37,19
0,1,0,1,0,0,1,1,1,0,0,1,56,19
0,0,2,1,1,1,1,0,0,0,0,0,244,1
0,0,2,0,0,2,1,0,1,87,1,1,87,15
0,1,2,0,1,2,1,2,1,0,1,1,92,23
1,1,0,0,1,0,1,1,0,0,0,0,215,25
1,0,0,1,1,0,0,0,0,145,1,0,5,21
0,0,2,1,1,0,0,0,2,0,0,1,38,10
0,0,2,1,0,0,1,0,2,0,0,1,119,21
1,0,0,0,0,0,0,1,2,180,0,1,35,12
0,1,1,0,0,1,1,1,0,115,1,1,182,12
1,1,0,1,0,0,0,1,0,84,0,1,276,26
1,1,0,0,1,1,0,2,2,0,0,0,97,26
0,1,0,0,0,0,1,0,2,0,1,1,207,22
1,1,2,1,0,1,0,2,2,45,0,1,110,15
1,0,2,0,1,1,1,2,1,0,1,1,240,0
1,1,1,0,1,2,0,0,2,0,0,0,1,7
0,1,1,0,0,1,1,1,0,106,1,0,243,0
2,0,0,1,1,1,1,0,1,0,1,1,57,12
2,0,1,0,1,2,0,2,1,0,0,0,66,11
1,1,0,0,0,2,1,2,1,0,1,1,56,6
1,0,1,1,0,2,0,1,2,0,0,0,232,3
1,1,1,1,1,0,1,2,2,0,0,1,114,19
0,1,0,0,0,1,0,1,2,0,1,1,208,3
0,1,2,1,0,1,1,0,1,0,0,0,188,5
0,1,1,0,0,2,0,0,1,0,1,0,308,3
0,0,0,0,1,2,1,1,0,0,1,1,10,8
1,0,0,0,0,0,0,0,0,0,1,0,224,27
1,1,1,0,0,2,1,2,2,0,0,0,226,26
0,1,0,0,1,1,0,1,0,121,0,0,201,7
1,0,2,1,0,2,1,2,2,138,1,1,291,19
2,1,1,0,1,1,0,2,2,0,0,0,45,7
2,0,0,1,0,1,1,1,1,0,0,1,149,9
0,1,2,0,1,1,1,0,2,0,1,1,29,21
0,1,1,0,0,0,1,0,2,0,1,0,240,18
1,1,1,1,1,2,1,2,2,31,1,1,4,26
1,1,1,0,1,0,1,2,1,41,1,0,209,10
0,0,2,1,1,2,0,1,0,138,1,0,147,27
0,0,0,0,1,2,1,1,1,0,1,0,20,7
2,0,2,1,0,1,0,1,2,0,0,1,0,7
2,1,0,0,0,2,1,2,1,0,0,1,52,6
2,1,2,0,1,2,0,1,0,110,1,0,52,27
1,0,0,1,1,0,1,1,1,0,1,0,155,21
0,1,1,1,0,2,0,2,2,0,0,1,58,2
1,1,1,0,1,1,1,0,1,0,1,1,194,0
2,1,1,0,1,1,1,2,2,0,0,0,185,13
2,0,1,1,0,1,0,1,0,137,1,1,14,8
1,1,0,0,0,2,0,0,1,36,0,1,69,6
0,0,1,1,1,0,0,2,2,0,1,1,289,11
1,0,0,1,0,0,1,0,1,0,0,0,20,16
2,0,0,0,1,0,1,2,2,0,1,1,167,18
1,1,2,1,1,0,1,2,2,62,1,0,264,14
0,1,1,1,1,0,0,2,0,0,0,0,86,27
0,1,0,0,0,2,1,2,1,0,0,0,191,23
0,0,2,0,1,2,0,2,1,0,0,1,195,1
0,0,1,1,1,0,1,2,1,0,1,0,301,19
0,0,2,1,1,0,0,0,2,0,0,1,144,22
0,0,2,0,0,0,0,2,0,0,0,0,280,8
1,1,2,1,1,2,1,2,1,51,0,0,209,15
1,0,1,0,1,2,0,2,2,117,0,0,283,12
0,0,2,0,1,2,0,0,0,0,1,1,205,27
2,0,1,0,0,0,1,0,0,0,0,1,257,3
1,1,1,0,0,0,1,1,0,138,0,1,277,15
0,1,2,0,0,0,1,0,2,0,1,0,239,12
2,0,0,0,0,2,1,2,0,0,1,0,187,16
0,0,0,1,1,2,1,0,2,76,0,1,145,18
2,1,0,1,1,0,0,1,0,0,0,0,93,11
2,1,1,1,1,1,1,0,1,162,1,1,114,5
0,1,2,0,0,1,1,1,1,0,0,0,149,1
1,1,1,0,1,1,1,1,1,19,1,1,189,9
0,0,0,1,1,2,1,1,0,0,0,1,42,12
0,0,2,1,1,1,0,1,2,138,1,0,60,3
0,0,2,0,1,0,0,1,2,146,0,1,79,13
0,0,2,1,0,1,0,2,1,0,0,0,203,1
2,0,1,1,0,0,0,0,0,0,1,0,79,11
2,0,1,1,0,0,1,2,0,0,1,1,90,25
1,0,1,0,0,1,0,0,1,0,1,0,6,14
0,1,0,0,1,2,0,2,2,0,1,0,305,12
0,0,2,1,0,1,1,2,2,0,0,0,234,27
1,1,1,1,1,2,0,0,0,0,0,0,136,25
1,0,1,1,0,1,0,1,1,0,0,1,213,10
2,0,2,1,0,1,0,0,2,0,0,0,152,27
0,0,1,1,1,2,0,2,2,0,0,0,35,0
1,0,2,1,0,1,1,2,0,0,0,1,268,7
0,0,1,1,1,0,1,2,0,0,0,1,22,25
0,1,2,0,1,0,1,0,0,0,0,0,197,10
0,0,2,1,1,2,1,2,0,0,0,1,245,12
2,0,2,0,1,0,1,0,2,0,0,0,83,20
1,1,1,1,0,1,0,1,1,25,1,1,26,2
1,1,1,0,0,0,0,1,0,0,0,1,180,0
1,1,1,1,0,0,1,1,2,0,1,0,129,11
0,0,2,1,1,1,0,0,1,0,1,1,273,5
0,1,0,1,1,0,0,1,2,0,1,1,106,26
1,1,1,0,1,1,0,1,1,0,0,0,282,15
1,0,0,1,1,1,0,2,2,90,1,1,149,9
0,0,1,1,1,2,1,0,1,113,0,0,262,8
2,0,2,0,1,0,1,2,0,0,1,1,38,20
2,0,1,0,0,0,0,1,0,0,1,1,37,8
1,1,0,1,1,1,0,0,2,0,0,1,291,24
2,0,1,1,1,0,1,2,0,144,0,1,76,9
2,1,0,0,0,2,0,0,0,0,0,1,93,17
2,1,2,0,0,2,0,0,1,0,1,1,157,1
2,0,2,0,1,1,0,2,0,0,1,0,131,23
2,0,1,1,1,0,1,2,2,94,1,1,37,15
0,1,1,1,1,2,0,0,1,0,1,0,89,20
2,0,1,0,1,2,1,1,0,0,1,0,239,14
0,0,0,0,1,0,1,1,0,176,1,0,126,3
0,0,0,0,1,1,1,2,0,85,1,0,308,17
1,1,0,0,0,0,0,1,1,0,1,1,241,3
0,0,1,1,1,2,0,1,1,0,0,1,253,7
2,1,0,1,0,2,0,1,0,0,1,0,99,0
2,1,0,1,0,2,0,1,0,41,0,1,62,20
1,0,2,0,0,2,1,1,2,0,1,1,43,12
0,1,0,1,1,0,0,0,1,0,0,0,301,6
1,1,0,0,1,2,0,1,2,0,0,1,187,19
2,0,2,1,0,1,1,0,2,0,1,0,179,24
2,1,1,0,1,1,0,1,1,0,0,0,102,3
2,0,0,0,0,0,1,1,2,0,1,0,1,13
0,1,0,1,1,0,1,2,2,0,1,1,55,13
2,1,1,0,0,1,1,2,2,0,1,1,304,11
2,0,2,0,1,1,1,1,2,0,0,1,200,11
0,1,2,1,0,2,0,0,2,0,1,0,41,10
1,0,0,1,1,0,1,1,0,0,0,0,13,20
0,0,1,1,0,2,1,2,2,0,0,0,48,8
0,1,2,0,1,0,1,1,1,0,1,0,275,22
1,0,1,1,1,2,0,1,1,0,0,0,1,27
0,0,2,1,1,0,1,2,1,0,0,1,221,8
1,0,2,0,0,0,0,1,2,36,1,1,3,24
1,1,2,0,0,0,0,2,2,0,1,1,191,21
2,1,1,1,0,2,0,2,1,0,1,1,137,20
1,0,1,1,0,1,0,0,2,0,0,1,152,13
0,1,1,1,0,0,0,2,0,0,0,1,172,9
1,1,2,0,1,2,1,1,2,0,0,0,72,8
0,1,0,0,1,1,0,0,1,178,0,1,264,18
0,1,1,0,1,2,0,0,2,0,1,1,73,17
1,1,1,1,0,0,1,2,2,39,1,0,11,3
1,1,2,1,0,0,1,1,0,0,0,1,86,17
1,1,1,0,0,1,1,2,2,53,0,0,24,19
2,0,2,0,0,1,1,0,2,102,1,0,4,2
0,0,2,0,0,2,1,1,1,0,0,0,299,15
0,1,0,0,1,2,1,2,0,0,0,0,54,20
1,1,1,1,1,1,0,0,2,0,1,0,180,15
1,1,2,0,0,1,0,1,1,0,0,0,184,3
0,1,2,1,1,2,1,2,2,0,0,1,289,19
2,1,1,0,0,1,0,0,2,0,0,1,283,16
2,1,2,1,0,0,1,1,0,0,0,0,178,21
2,1,2,1,0,2,1,0,1,170,0,0,0,18
2,1,2,1,1,0,0,1,2,0,1,1,151,3
2,1,0,1,0,2,1,2,0,0,1,1,98,0
0,0,2,0,1,1,1,1,2,0,1,0,314,23
0,1,0,1,0,1,1,0,1,0,1,1,194,1
2,1,2,0,1,1,0,2,0,0,0,1,29,11
1,0,2,0,1,1,0,1,1,0,0,1,199,4
1,1,2,1,1,1,0,1,2,0,1,1,158,20
0,0,1,1,1,0,1,1,1,0,1,1,99,16
0,1,1,1,0,1,1,0,2,0,0,0,155,13
1,0,1,1,1,0,1,1,2,0,1,0,259,10
2,1,0,1,1,1,0,1,0,0,0,1,38,10
1,1,0,0,1,0,0,0,1,21,0,0,247,12
1,0,0,1,1,1,1,0,1,0,1,1,273,16
1,1,1,1,1,2,0,0,2,0,1,1,296,5
0,0,1,0,1,1,1,1,1,0,0,1,301,25
2,1,2,1,1,1,1,1,2,0,0,0,44,0
0,1,0,1,0,0,1,1,2,0,1,1,106,5
0,1,1,0,1,1,1,0,0,150,1,1,28,5
2,0,2,0,1,2,0,0,0,0,0,0,59,7
2,1,0,1,1,1,1,0,2,0,1,0,144,22
1,0,0,1,1,0,1,2,2,0,0,0,13,23
1,0,1,1,1,1,1,0,1,0,1,1,213,26
0,1,2,0,0,0,1,1,1,21,0,1,244,11
0,0,0,0,0,1,0,1,2,0,0,1,197,0
0,1,1,1,0,2,0,1,0,96,0,0,49,6
0,1,1,1,1,2,0,0,1,85,0,1,3,4
0,0,2,1,1,1,1,0,1,0,1,1,284,20
1,1,1,0,0,1,0,1,0,0,1,1,238,4
0,1,1,0,0,2,0,1,2,67,0,1,265,16
2,0,1,0,1,2,0,1,2,0,0,0,299,26
2,1,2,1,0,1,1,0,0,0,0,0,94,24
2,0,2,1,0,0,1,2,0,0,0,0,198,20
0,1,1,1,0,0,1,2,1,0,1,1,59,17
1,1,0,0,0,1,0,1,0,16,1,1,123,18
1,1,2,1,1,0,0,2,0,33,1,1,231,3
2,0,0,0,1,0,0,2,1,0,0,1,174,25
2,0,1,1,0,1,0,0,0,0,1,1,235,26
1,1,0,0,0,0,1,1,0,0,1,0,56,26
1,0,0,0,0,1,0,1,1,0,0,0,140,13
2,0,2,1,0,1,0,1,2,0,1,0,287,12
1,0,0,0,1,2,0,0,0,8,0,0,164,11
1,1,0,1,0,2,0,1,2,0,0,0,170,17
1,1,1,1,1,1,1,0,0,0,0,0,100,18
0,1,0,0,1,0,1,0,2,70,0,0,257,18
0,0,0,1,0,2,0,1,1,0,0,0,250,12
0,0,1,0,0,2,1,0,2,0,0,0,168,14
0,1,2,0,1,1,1,0,1,0,0,1,302,21
1,0,0,1,1,1,1,1,0,0,0,1,143,26
2,1,1,1,1,2,1,2,1,0,0,0,2,17
1,1,0,0,1,2,0,1,2,0,0,1,140,21
0,1,1,0,1,2,1,0,1,0,0,0,255,7
2,0,1,1,0,1,1,1,0,0,0,1,15,0
2,1,0,0,0,0,1,2,2,0,0,0,88,23
2,1,0,1,1,2,0,1,2,0,1,1,130,4
2,0,1,1,1,0,1,1,1,0,1,1,250,15
1,1,0,1,0,1,1,1,0,0,1,0,152,1
1,0,0,0,0,1,0,1,1,0,0,0,272,17
0,1,0,1,1,2,1,1,2,0,0,0,2,22
2,0,1,0,0,1,0,1,1,145,0,1,55,12
0,1,0,0,1,2,0,2,1,0,0,0,46,16
1,0,0,1,1,1,0,0,1,0,0,0,144,13
0,1,0,0,1,2,1,0,2,0,0,1,113,12
2,0,2,1,1,2,1,1,1,0,0,1,24,21
1,0,2,1,0,2,0,0,2,0,0,1,83,12
2,1,1,0,0,0,0,0,2,0,1,0,256,27
0,0,1,1,0,0,1,1,1,0,1,1,16,3
0,1,1,1,1,1,0,2,1,0,1,1,86,18
2,1,0,1,0,1,1,0,0,0,1,1,27,0
1,0,2,1,1,1,1,0,2,0,0,1,246,26
2,1,1,0,0,0,1,1,1,0,0,0,94,21
1,1,0,1,1,2,0,2,0,170,1,1,199,25
1,1,1,1,1,2,0,0,2,0,0,1,140,26
1,1,0,1,0,2,0,1,2,0,0,1,231,23
0,0,0,1,1,2,1,0,0,136,0,0,20,17
0,0,2,1,0,0,0,1,2,0,0,0,290,18
1,1,1,1,1,2,1,0,0,0,0,1,262,20
2,0,1,1,1,0,0,0,0,0,1,1,56,18
2,0,0,0,0,1,0,1,1,0,1,1,182,27
2,0,2,1,0,2,1,0,0,0,1,1,273,4
1,0,1,0,1,2,1,0,2,0,0,1,249,14
2,0,1,1,0,0,1,0,1,0,0,1,57,17
1,0,2,0,1,2,1,2,2,0,1,0,127,24
2,1,1,1,0,0,0,2,0,150,1,1,252,1
2,0,0,0,1,2,0,0,1,0,1,0,117,9
2,1,0,0,1,2,1,1,2,0,0,1,78,23
0,0,1,1,0,0,0,0,2,0,1,1,117,1
2,1,2,1,0,0,0,2,1,0,1,1,17,27
1,0,2,0,0,0,0,2,2,0,1,0,170,6
0,1,1,0,0,0,1,1,2,0,0,0,278,18
2,0,1,0,1,1,1,1,0,10,0,1,58,26
2,1,2,1,1,0,1,2,0,0,1,0,210,9
0,0,1,1,1,2,1,2,2,0,0,1,288,7
0,0,2,1,1,0,0,0,0,0,0,0,307,20
1,0,0,0,0,0,1,2,0,0,1,1,227,0
1,0,0,0,0,0,0,0,0,0,1,0,207,14
0,1,1,1,1,1,1,0,1,67,0,1,276,23
0,1,1,0,1,1,1,1,1,0,0,0,186,10
2,1,2,1,0,0,0,1,2,76,0,1,25,8
0,0,2,1,0,0,1,0,1,0,0,1,51,3
0,1,1,1,0,0,1,1,0,0,0,0,142,11
2,0,1,0,1,1,1,0,2,156,1,0,45,17
0,0,0,0,1,0,1,2,1,0,1,1,307,18
1,0,2,0,1,1,0,0,2,0,1,0,119,10
1,1,1,1,0,1,0,0,1,166,1,1,124,16
0,1,2,0,0,0,0,0,2,0,1,1,171,13
0,0,1,1,0,0,1,1,1,0,0,0,298,14
2,0,0,1,0,2,1,1,0,0,1,1,227,14
2,0,2,0,1,0,1,1,0,0,0,1,310,12
2,0,1,1,1,1,0,1,1,0,1,1,52,21
0,1,1,0,0,2,1,2,2,127,0,1,198,14
0,0,1,0,0,2,0,1,0,0,1,0,244,21
2,0,1,0,0,0,0,2,0,0,0,0,228,21
2,1,1,1,0,2,1,0,0,0,0,0,2,8
2,0,1,1,0,2,0,0,0,0,0,1,266,16
2,0,0,0,1,0,1,1,0,0,1,0,48,23
1,1,0,1,0,1,0,1,0,0,1,0,4,25
1,1,1,1,1,0,0,2,0,0,0,1,305,13
0,1,0,1,1,0,0,1,0,0,1,1,206,5
0,1,0,0,1,1,1,0,1,0,0,0,154,23
0,0,2,1,0,2,0,0,1,0,0,0,101,7
2,0,0,1,0,0,1,1,2,0,1,1,174,10
2,0,2,1,1,2,0,1,2,0,0,0,31,15
0,0,2,1,1,2,1,2,2,0,1,1,245,2
2,1,1,1,1,0,0,1,1,0,0,1,252,26
0,1,1,1,0,2,1,1,1,0,1,0,50,5
0,1,2,0,0,2,1,1,2,0,1,1,270,20
0,1,0,1,0,2,1,2,0,157,1,1,176,16
1,0,0,1,1,1,0,2,2,89,0,1,30,20
1,0,2,1,0,0,0,2,2,0,0,0,147,4
0,1,2,1,1,1,0,2,2,0,0,1,140,20
2,1,1,1,1,0,0,2,0,0,0,0,57,21
2,1,1,1,1,2,1,1,2,0,1,1,173,20
1,1,2,1,0,1,1,0,1,4,0,1,213,15
0,1,0,0,0,0,1,0,2,29,1,1,265,22
1,0,1,1,0,2,1,1,2,143,1,1,100,21
2,0,2,0,0,1,1,1,0,161,1,0,0,17
2,1,2,1,0,1,1,1,1,0,1,1,252,12
2,0,0,0,0,1,0,0,2,0,1,0,242,13
1,1,2,1,0,0,0,1,0,0,0,0,221,12
2,0,1,1,1,0,0,0,0,0,0,1,241,4
0,0,1,0,0,1,0,1,0,28,0,0,251,9
0,1,1,1,0,2,1,2,0,0,1,0,169,7
1,1,0,1,0,0,0,0,0,0,0,1,30,23
1,0,1,1,1,0,0,2,2,0,1,1,265,2
0,0,1,1,0,0,1,1,2,0,1,1,16,7
2,1,1,0,0,1,1,2,2,0,0,1,118,17
0,1,2,1,1,1,0,0,2,0,1,1,291,16
2,0,2,1,1,2,0,0,1,0,0,0,253,6
2,1,0,0,0,0,1,1,2,0,1,1,1,8
2,0,1,1,1,2,0,0,2,0,0,1,86,4
0,0,0,1,0,0,1,0,0,0,0,1,82,9
2,0,1,0,0,0,1,0,0,0,0,1,309,17
0,0,1,1,0,2,0,0,0,109,1,1,193,16
0,1,1,0,0,2,1,2,0,0,0,0,20,11
2,0,2,1,0,2,0,2,1,0,1,1,277,8
0,0,1,1,1,2,0,2,2,114,0,1,164,2
2,0,2,1,0,1,0,0,0,0,0,1,28,4
1,1,1,1,0,2,0,1,1,0,0,1,86,27
2,1,2,1,0,2,0,0,2,0,0,1,110,13
2,0,2,0,1,2,0,2,2,0,1,0,35,24
1,1,0,1,0,2,0,2,2,127,1,1,66,3
1,1,1,0,0,1,0,1,0,0,1,1,266,16
1,0,1,0,1,1,1,0,2,0,1,0,250,25
1,1,2,1,0,1,0,0,1,34,1,1,120,3
0,1,0,1,0,0,0,2,2,0,0,1,148,19
0,1,2,1,1,1,1,1,0,0,1,0,69,21
2,0,1,0,0,1,1,0,2,0,0,0,102,9
2,0,0,1,0,2,1,0,2,0,0,1,221,22
1,0,1,0,0,1,0,0,2,0,0,1,163,14
0,0,1,1,0,2,1,0,1,30,0,0,175,21
0,0,1,1,1,1,0,2,1,0,0,1,123,10
2,1,0,1,0,0,1,1,1,0,1,0,290,15
2,1,2,0,0,0,0,2,0,0,1,0,294,7
2,1,2,1,1,1,0,0,1,0,1,1,68,18
1,0,1,0,0,1,1,2,0,0,0,0,228,10
1,1,0,1,0,0,1,0,2,0,0,0,232,23
2,1,2,0,1,2,0,0,0,0,1,0,150,4
0,1,0,1,1,0,0,2,2,0,0,1,255,20
1,1,1,0,0,2,1,0,2,0,0,1,202,13
0,1,0,1,1,1,1,1,0,0,0,0,311,7
2,0,2,0,0,1,1,2,1,0,0,1,247,11
1,0,0,1,0,2,1,1,1,0,1,1,49,8
2,1,1,0,0,1,1,2,0,0,0,1,194,9
0,0,2,1,1,0,1,2,2,0,1,0,166,19
2,1,0,0,0,1,0,1,2,0,0,0,296,23
2,0,0,0,1,2,1,1,1,0,0,1,205,17
2,1,2,1,0,1,0,0,2,0,1,0,73,19
1,0,0,0,1,1,0,2,0,0,0,1,185,21
1,0,0,1,1,2,1,2,2,0,1,0,189,21
1,0,0,0,0,1,1,1,2,0,0,1,205,1
1,0,1,1,0,1,1,0,1,155,1,0,279,17
0,0,0,1,0,2,0,0,1,0,1,1,254,21
0,1,0,1,0,0,0,1,0,0,0,1,107,7
2,1,1,1,1,1,1,2,0,0,1,0,306,4
2,0,0,1,1,1,1,2,2,0,0,0,127,10
0,0,2,1,0,0,1,2,1,57,1,0,38,8
1,1,2,1,1,1,0,1,2,0,1,0,241,26
2,1,2,1,0,0,1,0,0,0,1,1,75,2
0,1,1,1,1,1,0,0,2,25,1,1,274,0
2,0,2,1,0,2,0,1,0,0,0,0,29,16
0,0,0,1,1,0,1,0,2,0,0,1,314,9
1,0,1,1,1,0,1,1,2,0,0,1,302,26
0,0,0,1,1,2,0,1,1,0,1,1,94,22
0,0,2,0,0,1,0,0,1,77,1,0,174,9
2,1,2,1,0,2,0,0,1,0,0,0,99,13
1,1,1,1,1,1,0,2,1,0,0,0,264,4
2,0,2,0,1,1,1,2,2,10,0,1,186,19
0,1,0,0,1,1,0,0,0,0,1,0,13,1
2,0,1,0,1,1,0,2,0,0,0,1,5,16
0,0,2,0,0,0,1,2,2,0,0,1,54,21
0,1,2,0,0,0,0,2,2,0,0,1,264,0
0,0,2,0,1,2,1,0,1,0,0,0,137,26
0,0,0,1,0,1,0,0,1,0,0,1,125,19
0,1,1,0,0,0,1,0,1,0,0,1,79,17
2,1,2,0,0,1,1,0,1,0,0,0,273,24
2,0,0,0,0,1,0,0,2,0,1,1,53,27
2,1,0,1,1,1,1,1,1,165,1,1,24,4
1,0,2,0,1,1,1,2,0,116,0,1,224,5
1,0,0,0,1,2,0,1,1,0,0,1,284,11
0,0,0,0,0,0,0,0,0,0,0,1,202,1
0,0,2,1,0,2,0,0,2,0,1,0,42,12
2,0,1,1,1,1,1,0,0,0,1,0,128,11
2,0,0,1,0,0,1,0,2,9,1,1,154,7
1,1,1,1,1,0,0,1,2,0,1,0,46,17
1,0,0,0,1,2,1,0,0,0,0,0,259,13
2,1,2,1,0,2,1,0,1,0,1,1,240,4
2,1,2,1,0,1,0,2,2,0,0,1,210,4
0,1,1,1,1,1,0,1,1,0,0,1,192,11
1,1,0,0,0,1,1,0,0,0,1,1,315,24
0,0,0,1,1,0,1,2,1,0,0,0,297,23
0,0,0,1,1,1,1,1,2,0,1,1,19,27
1,1,0,1,1,1,1,2,0,172,0,1,109,24
1,0,1,1,1,2,1,2,0,0,1,1,220,7
2,0,0,1,0,0,0,2,2,0,0,1,217,9
1,0,1,1,1,0,1,2,0,0,0,1,18,1
1,1,0,0,0,0,0,0,1,0,0,1,191,6
1,1,1,1,1,1,1,0,0,0,1,1,63,12
2,0,0,1,1,0,1,2,0,0,0,0,213,23
1,1,1,0,1,2,1,0,1,0,0,1,288,10
2,1,2,0,1,1,1,2,2,0,0,0,61,9
0,1,2,0,1,2,0,0,1,0,0,0,46,18
2,0,1,0,0,2,1,1,2,0,1,0,232,21
2,0,1,1,1,2,1,1,2,0,0,1,256,6
1,1,2,1,0,2,0,1,0,0,0,1,141,25
2,0,0,0,0,2,0,2,0,0,1,1,26,13
2,0,1,1,0,2,0,0,1,132,0,0,35,3
1,0,0,0,1,1,1,2,0,0,1,0,306,17
2,0,1,1,0,2,0,1,1,0,1,0,20,10
0,0,2,0,0,0,0,0,0,55,0,1,259,7
0,1,0,0,1,2,0,2,1,0,0,1,15,14
